URL,Category,Mentioned Places,heatwave,heat wave,heat  wave,heat  action  plan,heat  health,heat early warning system,heat-health action plan,heat-health warning  systems,extreme heat management,heat wave management,public health heat wave alert
"https://www.weather.gov/safety/heat-during&amp;sa=U&amp;ved=2ahUKEwifndOr0NSBAxXQrZUCHegXCwsQFnoECAUQAg&amp;usg=AOvVaw3BjC7Y4Xcutoj2xQgp4Xrh""",Government,"Canada, United States",0,1,0,0,0,0,0,0,0,0,0
"https://www.britannica.com/science/heat-wave-meteorology&amp;sa=U&amp;ved=2ahUKEwifndOr0NSBAxXQrZUCHegXCwsQFnoECAcQAg&amp;usg=AOvVaw3_0VyLlIXHsAQYN13YPFLM""",Other,,,,,,,,,,,,
"https://www.worldweatherattribution.org/extreme-heat-in-north-america-europe-and-china-in-july-2023-made-much-more-likely-by-climate-change/&amp;sa=U&amp;ved=2ahUKEwifndOr0NSBAxXQrZUCHegXCwsQFnoECAYQAg&amp;usg=AOvVaw0ZZ5qQhqLGVL2bp7cBOfgx""",Non Governmental Organization,,,,,,,,,,,,
"https://www.who.int/india/heat-waves&amp;sa=U&amp;ved=2ahUKEwifndOr0NSBAxXQrZUCHegXCwsQFnoECAMQAg&amp;usg=AOvVaw1JhVHmHSFQ3DFJmp9SsR2G""",Other,,,,,,,,,,,,
"https://www.who.int/publications-detail-redirect/9789289010948&amp;sa=U&amp;ved=2ahUKEwifndOr0NSBAxXQrZUCHegXCwsQFnoECAkQAg&amp;usg=AOvVaw00umhVWG4AEA5xFlANIkS2""",Other,,,,,,,,,,,,
"https://internal.imd.gov.in/section/nhac/dynamic/FAQ_heat_wave.pdf&amp;sa=U&amp;ved=2ahUKEwifndOr0NSBAxXQrZUCHegXCwsQFnoECA0QAg&amp;usg=AOvVaw0lImOIGbplXA88Pm040zD_""",Government,,,,,,,,,,,,
https://www.weather.gov/safety/heat-during\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwifndOr0NSBAxXQrZUCHegXCwsQFnoECAEQBg\x26amp;usg\x3dAOvVaw2X10ThLgYs723WpPU_k7fJ\x22,Government,None,0,0,0,0,0,0,0,0,0,0,0
https://www.vox.com/22538401/texas-heat-wave-weather-definition-record-temperature-climate-change\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwifndOr0NSBAxXQrZUCHegXCwsQFnoECAEQDQ\x26amp;usg\x3dAOvVaw24mF7Cbc5JVPYmwBw6C6-3\x22,Government,"Antarctica, Mexico, United States",0,1,0,0,0,0,0,0,0,0,0
https://www.redcross.ca/how-we-help/emergencies-and-disasters-in-canada/types-of-emergencies/heat-waves\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwifndOr0NSBAxXQrZUCHegXCwsQFnoECAEQFA\x26amp;usg\x3dAOvVaw0-QW4iWGaMQzV3OLTuYE68\x22,Other,,,,,,,,,,,,
"https://heatactionplatform.onebillionresilient.org/wp-content/uploads/sites/5/2023/07/heat-action-plan-re@2x-100.jpg?sa=X&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0Q_B16BAgJEAI""",Non Governmental Organization,Iraq,0,0,0,0,0,0,0,0,0,0,0
"https://heatactionplatform.onebillionresilient.org/modules/create-a-heat-action-plan/&amp;sa=U&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAkQBQ&amp;usg=AOvVaw0gKEoJO-HbOz_YLCcLQ2-h""",Non Governmental Organization,,,,,,,,,,,,
"https://www.who.int/publications-detail-redirect/9789289071918&amp;sa=U&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAAQAg&amp;usg=AOvVaw0Uv0TYRzYMIcCV3PQ5B9nD""",Other,,,,,,,,,,,,
"https://ghhin.org/heat-action-plans-and-case-studies/&amp;sa=U&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAIQAg&amp;usg=AOvVaw1FQTnWgfgAot47oGyV2NHf""",Non Governmental Organization,,,,,,,,,,,,
"https://www.who.int/europe/activities/planning-heat-health-action&amp;sa=U&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAYQAg&amp;usg=AOvVaw2MPan3YzjmlJscmxear515""",Other,,,,,,,,,,,,
"https://thewire.in/environment/heat-action-plans-explained&amp;sa=U&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAQQAg&amp;usg=AOvVaw0TPEjvvQKx30ukAtWxDt6f""",Other,,,,,,,,,,,,
"https://ndma.gov.in/sites/default/files/IEC/Booklets/HeatWave%2520A5%2520BOOK%2520Final.pdf&amp;sa=U&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAcQAg&amp;usg=AOvVaw2IisrjtxdK0VUHGmQhI9Ba""",Government,,,,,,,,,,,,
"https://www.nrdc.org/sites/default/files/ahmedabad-heat-action-plan-2018.pdf&amp;sa=U&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAEQAg&amp;usg=AOvVaw2lQma_mZi-4XAaKn3vN4_L""",Non Governmental Organization,,,,,,,,,,,,
"https://resources.ca.gov/-/media/CNRA-Website/Files/Initiatives/Climate-Resilience/2022-Final-Extreme-Heat-Action-Plan.pdf&amp;sa=U&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAUQAg&amp;usg=AOvVaw0A8l5VP6rRXoapxFR664ry""",Government,,,,,,,,,,,,
"https://www.nrdc.org/sites/default/files/ahmedabad-heat-action-plan-2016.pdf&amp;sa=U&amp;ved=2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAMQAg&amp;usg=AOvVaw11kHNJEMvs0ZWibtDNIfYp""",Non Governmental Organization,,,,,,,,,,,,
https://encrypted-tbn0.gstatic.com/images?q\x3dtbn:ANd9GcQ5-b-0-y6xhaDVyW3bayannWearhVUrxpktmrSIXwoPnvM1_dtdJyfEioaaA\x26s';var,Other,,,,,,,,,,,,
https://idronline.org/article/climate-emergency/can-indias-heat-action-plans-cope-with-the-heat/\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAwQBg\x26amp;usg\x3dAOvVaw3ky8S_HAnwOWHY-AxaFBwU\x22,Non Governmental Organization,,,,,,,,,,,,
https://www.ready.gov/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAwQDQ\x26amp;usg\x3dAOvVaw01IDVplQ0RxNHUPJNa4yGu\x22,Government,,,,,,,,,,,,
https://www.c40.org/case-studies/cities100-athens-heatwave-action-plan-protects-vulnerable-residents/\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAwQFA\x26amp;usg\x3dAOvVaw1YSdwkYLmNS-LOb0Rs2P6D\x22,Non Governmental Organization,,,,,,,,,,,,
https://heatalert.org.uk/alert-levels/\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwilo6Ws0NSBAxWmppUCHTq7Dd0QFnoECAwQGw\x26amp;usg\x3dAOvVaw052PgKqZ-1dh2hBY6Dd2O7\x22,Non Governmental Organization,,,,,,,,,,,,
"https://www.who.int/news-room/fact-sheets/detail/climate-change-heat-and-health&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAEQAg&amp;usg=AOvVaw33CI4Oj3bRlsoQDwEsVwYi""",News Source,,,,,,,,,,,,
"https://www.heat.gov/&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAkQAg&amp;usg=AOvVaw2Nksp4k2K-s42DMeuSNkhE""",Government,None,0,0,0,0,0,0,0,0,0,0,0
"https://www.samhsa.gov/blog/heat-health-awareness-why-its-important-persons-substance-use-disorders-mental-health&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAoQAg&amp;usg=AOvVaw0RSCzEBZ9tjg-pc3L8Yb90""",Government,,,,,,,,,,,,
"https://www.cdc.gov/disasters/extremeheat/warning.html&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAUQAg&amp;usg=AOvVaw0nsxOHwKNIJ1HIugC0WVGr""",Government,,,,,,,,,,,,
"https://ghhin.org/heat-and-health/&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAYQAg&amp;usg=AOvVaw2bt5nbidZ8V1wknG5JSWm9""",Non Governmental Organization,,,,,,,,,,,,
"https://www.betterhealth.vic.gov.au/health/healthyliving/how-to-cope-and-stay-safe-in-extreme-heat&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAAQAg&amp;usg=AOvVaw32hCD9bPcjVYsHfedj4ANi""",Government,,,,,,,,,,,,
"https://www.thelancet.com/article/s0140-6736(21)01208-3/fulltext&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAQQAg&amp;usg=AOvVaw1lePuhSpieWQabVGsWcUN_""",Other,,,,,,,,,,,,
"https://ghhin.org/&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAcQAg&amp;usg=AOvVaw0uPn96oH1lXufozn6NOpuS""",Non Governmental Organization,,,,,,,,,,,,
"https://www.betterhealth.vic.gov.au/campaigns/survive-heat&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAgQAg&amp;usg=AOvVaw2N0X_CxY2XuRS4TX3A9EJ6""",Government,,,,,,,,,,,,
https://www.dir.ca.gov/dosh/etools/08-006/whatis.htm\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAIQBg\x26amp;usg\x3dAOvVaw27FJIqBlkTFeRK7rFhmMFW\x22,Government,None,0,0,0,0,0,0,0,0,0,0,0
https://www.cdc.gov/disasters/extremeheat/warning.html\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAIQDQ\x26amp;usg\x3dAOvVaw3O8Eha0RFDxs_kXDtedhnf\x22,Government,None,0,0,0,0,0,0,0,0,0,0,0
https://www.cdc.gov/disasters/extremeheat/warning.html\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QlqUEegQIAhAO\x26amp;usg\x3dAOvVaw04kY9H_f01llndJWhWKDpJ\x22,Government,None,0,0,0,0,0,0,0,0,0,0,0
https://www.cdc.gov/disasters/extremeheat/warning.html\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QMHoECAIQDw\x26amp;usg\x3dAOvVaw3fU8udt6kDxT2FubmWaQn6\x22,Government,None,0,0,0,0,0,0,0,0,0,0,0
https://my.clevelandclinic.org/health/diseases/16425-heat-illness\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAIQFg\x26amp;usg\x3dAOvVaw0KDeMmK7y4gNQnlTZ83saL\x22,Non Governmental Organization,,,,,,,,,,,,
https://www.niehs.nih.gov/research/programs/climatechange/health_impacts/heat/index.cfm\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAIQHQ\x26amp;usg\x3dAOvVaw034FJbXDTXYy1pzrnvMCRw\x22,Government,,,,,,,,,,,,
"https://ghhin.org/wp-content/uploads/G7-report-heat-EWS.pdf&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAsQAw&amp;usg=AOvVaw0HHApEUuwJbqCBkwgXJ1vB""",News Source,,,,,,,,,,,,
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAoQAg&amp;usg=AOvVaw0YG9ngqpQHalWaR0kb73LB""",Government,,,,,,,,,,,,
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/%23sec-a.k.atitle&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQ0gJ6BAgKEAU&amp;usg=AOvVaw31hq-qHCf8SlI_Fslc7hSU""",Government,,,,,,,,,,,,
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/%23sec-a.k.btitle&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQ0gJ6BAgKEAY&amp;usg=AOvVaw187NxUiCmVRBIi5QfqxrG1""",Government,,,,,,,,,,,,
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/%23sec-a.k.ctitle&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQ0gJ6BAgKEAc&amp;usg=AOvVaw0QRzSuaLMB5MyDAyNEOZIZ""",Government,,,,,,,,,,,,
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/%23sec-a.k.dtitle&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQ0gJ6BAgKEAg&amp;usg=AOvVaw1xkq13mYPAGw1QQ6RKBnVW""",Government,,,,,,,,,,,,
"https://public.wmo.int/en/media/news/heatwaves-show-importance-of-health-early-warnings-and-action-plans&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAgQAg&amp;usg=AOvVaw12vozdLxNmoNQru8CCkEmD""",News Source,,,,,,,,,,,,
"https://climate-adapt.eea.europa.eu/en/observatory/evidence/national-and-sub-national-warning-systems&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAcQAg&amp;usg=AOvVaw1dve79bOJAKURRUyLvnaNL""",Other,,,,,,,,,,,,
"https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)01974-2/fulltext&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAQQAg&amp;usg=AOvVaw35ZZQcQJQbwkwAGe2GEGVy""",Academic Journal,,,,,,,,,,,,
"https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-021-10982-8&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAUQAg&amp;usg=AOvVaw30q3uIkDso5nxu7dnl76kQ""",Other,,,,,,,,,,,,
"https://www.preventionweb.net/news/early-warning-system-joint-heat-and-ozone-extremes-china&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAkQAg&amp;usg=AOvVaw1WDy-Dus9nkIPhLuadct4B""",News Source,,,,,,,,,,,,
"https://www.preventionweb.net/publication/evaluation-early-warning-system-heat-wave-related-mortality-europe-implications-sub&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAIQAg&amp;usg=AOvVaw0pkrfClXqM9QOTUEZGtZiO""",Other,,,,,,,,,,,,
"https://toolkit.climate.gov/case-studies/developing-early-warning-system-prevent-heat-illness&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAYQAg&amp;usg=AOvVaw2mL_h9Q4FYWJGPB-l2LEL2""",Government,"American Samoa, Canada, China, Mexico, Puerto Rico, United States, Samoa",0,1,0,0,0,0,0,0,0,0,0
"https://bmjopen.bmj.com/content/6/7/e012125&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAMQAg&amp;usg=AOvVaw2EO8twr2tk_Yy_XtNAs0O9""",Other,,,,,,,,,,,,
https://www.weather.gov/bgm/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAEQBg\x26amp;usg\x3dAOvVaw2BMh5ORSkggMT1DMuuYWoa\x22,Government,None,0,0,0,0,0,0,0,0,0,0,0
https://www.un-spider.org/risks-and-disasters/early-warning-systems\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAEQDQ\x26amp;usg\x3dAOvVaw30MI0QiHRAuJH_k93jm16Y\x22,Non Governmental Organization,,,,,,,,,,,,
https://www.un-spider.org/risks-and-disasters/early-warning-systems\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQlqUEegQIARAO\x26amp;usg\x3dAOvVaw1a4hPLMm9N8C6qP3ZO_HPy\x22,Non Governmental Organization,,,,,,,,,,,,
https://www.un-spider.org/risks-and-disasters/early-warning-systems\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQMHoECAEQDw\x26amp;usg\x3dAOvVaw0yr4qHiayp9jTaJXZTF7MJ\x22,Non Governmental Organization,,,,,,,,,,,,
https://www.unisdr.org/files/608_10340.pdf\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAEQFg\x26amp;usg\x3dAOvVaw3uOkx5ti3_vgiYNTlcD3vF\x22,Non Governmental Organization,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Early_warning_system\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAEQHQ\x26amp;usg\x3dAOvVaw1RxNSYLRxi6nh_X4bf6zgG\x22,Non Governmental Organization,,,,,,,,,,,,
"https://climate-adapt.eea.europa.eu/en/metadata/adaptation-options/heat-health-action-plans&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAQQAw&amp;usg=AOvVaw2BqJVECvGO95XHszrXdpSM""",Other,,,,,,,,,,,,
"https://www.who.int/publications-detail-redirect/9789289071918&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAoQAg&amp;usg=AOvVaw3XUXzn5-UQ7TJWQSzSsNWj""",Other,,,,,,,,,,,,
"https://www.who.int/europe/activities/planning-heat-health-action&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAsQAg&amp;usg=AOvVaw1xNlgj979rfDPRLYfyMArM""",Other,,,,,,,,,,,,
"https://www.sciencedirect.com/science/article/abs/pii/S0013935122010362&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAMQAg&amp;usg=AOvVaw2qst15lHq-ErIBbDBu5rs5""",Other,,,,,,,,,,,,
"https://heatactionplatform.onebillionresilient.org/modules/create-a-heat-action-plan/&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAIQAg&amp;usg=AOvVaw2dXCIe2k9MU5nV7pZE5AAy""",Non Governmental Organization,,,,,,,,,,,,
"https://www.health.gov.za/wp-content/uploads/2022/06/National-Heat-Health-Action-Guidelines.pdf&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAYQAg&amp;usg=AOvVaw16SSpW1L0KHJMKYe3_DObB""",Government,,,,,,,,,,,,
"https://public.wmo.int/en/media/news/heatwaves-show-importance-of-health-early-warnings-and-action-plans&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAUQAg&amp;usg=AOvVaw3fEA81pXDoMsxSNktO07T-""",News Source,,,,,,,,,,,,
"https://ghhin.org/heat-action-plans-and-case-studies/&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAcQAg&amp;usg=AOvVaw2N4yVTI5BzuDhJSAM-rQXh""",Non Governmental Organization,,,,,,,,,,,,
"https://www.mdpi.com/2073-4433/13/12/2126&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAwQAg&amp;usg=AOvVaw1HJ2jkw0otpXOYR9TPGgml""",Other,,,,,,,,,,,,
"https://pubmed.ncbi.nlm.nih.gov/35779622/&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAkQAg&amp;usg=AOvVaw3ePdaUqfkBWcKFQAa7W6E6""",Government,"Switzerland, Germany, Denmark, France, Italy, Mali, Philippines, Chad, United States",0,1,0,0,0,0,1,0,0,0,0
https://www.cdc.gov/climateandhealth/effects/temperature_extremes.htm\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAEQBg\x26amp;usg\x3dAOvVaw3G9dVLY3FCZcflHLFF3qTG\x22,Government,United States,0,1,0,0,0,0,0,0,0,0,0
https://www.mayoclinic.org/diseases-conditions/heat-exhaustion/diagnosis-treatment/drc-20373253\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAEQDQ\x26amp;usg\x3dAOvVaw2fDBJK77ldOaaU7YikpCh8\x22,Non Governmental Organization,,,,,,,,,,,,
